"SecretarialAreaCode","SecretarialAreaTitle","AgencyCode","AgencyTitle","bill","year","type","amount"
"07","Legislative","871","Autism Advisory Council","1283","2019","NGF",0
"07","Legislative","871","Autism Advisory Council","1283","2019","Total",6475
"07","Legislative","871","Autism Advisory Council","1283","2020","GF",6475
"07","Legislative","871","Autism Advisory Council","1283","2020","NGF",0
"07","Legislative","871","Autism Advisory Council","1283","2020","Total",6475
"07","Legislative","871","Autism Advisory Council","1","2021","GF",6350
"07","Legislative","871","Autism Advisory Council","1","2021","NGF",0
"07","Legislative","871","Autism Advisory Council","1","2021","Total",6350
"07","Legislative","871","Autism Advisory Council","1","2022","GF",6350
"07","Legislative","871","Autism Advisory Council","1","2022","NGF",0
"07","Legislative","871","Autism Advisory Council","1","2022","Total",6350
"07","Legislative","871","Autism Advisory Council","1","2023","GF",0
"07","Legislative","871","Autism Advisory Council","1","2023","NGF",0
"07","Legislative","871","Autism Advisory Council","1","2023","Total",0
"07","Legislative","871","Autism Advisory Council","1","2024","GF",0
"07","Legislative","871","Autism Advisory Council","1","2024","NGF",0
"07","Legislative","871","Autism Advisory Council","1","2024","Total",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1283","2019","GF",28200
"07","Legislative","875","Joint Commission on Transportation Accountability","1283","2019","NGF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1283","2019","Total",28200
"07","Legislative","875","Joint Commission on Transportation Accountability","1283","2020","GF",28200
"07","Legislative","875","Joint Commission on Transportation Accountability","1283","2020","NGF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1283","2020","Total",28200
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2021","GF",28267
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2021","NGF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2021","Total",28267
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2022","GF",28267
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2022","NGF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2022","Total",28267
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2023","GF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2023","NGF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2023","Total",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2024","GF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2024","NGF",0
"07","Legislative","875","Joint Commission on Transportation Accountability","1","2024","Total",0
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1283","2019","GF",598128
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1283","2019","NGF",0
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1283","2019","Total",598128
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1283","2020","GF",598128
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1283","2020","NGF",0
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1283","2020","Total",598128
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2021","GF",614724
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2021","NGF",0
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2021","Total",614724
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2022","GF",614724
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2022","NGF",0
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2022","Total",614724
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2023","GF",635143
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2023","NGF",0
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2023","Total",635143
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2024","GF",688745
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2024","NGF",0
"07","Legislative","876","Virginia Conflict of Interest and Ethics Advisory Council","1","2024","Total",688745
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1283","2019","GF",10560
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1283","2019","NGF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1283","2019","Total",10560
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1283","2020","GF",10560
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1283","2020","NGF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1283","2020","Total",10560
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2021","GF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2021","NGF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2021","Total",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2022","GF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2022","NGF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2022","Total",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2023","GF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2023","NGF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2023","Total",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2024","GF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2024","NGF",0
"07","Legislative","877","Commission on Economic Opportunity for Virginians in Aspiring and Diverse Communities","1","2024","Total",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1283","2019","GF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1283","2019","NGF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1283","2019","Total",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1283","2020","GF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1283","2020","NGF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1283","2020","Total",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2021","GF",20000
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2021","NGF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2021","Total",20000
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2022","GF",20000
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2022","NGF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2022","Total",20000
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2023","GF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2023","NGF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2023","Total",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2024","GF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2024","NGF",0
"07","Legislative","878","Commission to Evaluate Opportunity For Minority Business Expansion","1","2024","Total",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1283","2019","GF",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1283","2019","NGF",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1283","2019","Total",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1283","2020","GF",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1283","2020","NGF",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1283","2020","Total",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1","2021","GF",38504
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1","2021","NGF",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1","2021","Total",38504
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1","2022","GF",38504
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1","2022","NGF",0
"07","Legislative","879","Commission on the May 31, 2019 Virginia Beach Mass Shooting","1","2022","Total",38504
